Camo,Survival,Sap Hearts,Colossus,UnkRace,2020_06_12~250~0~0~0~3~0~8~0~1stA~0~0~0~0~1stBS~yes#f#f#9#0#f#1#Inspire#0#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~2ndBS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdBS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~2ndA~3~0~0~0~1stMS~yes#f#f#0#0#f#1#Thorn#150#0#0#0#Dice#0#[VAL] x#Red#0#0#0#0#0#~2ndMS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdMS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdA~1~2~0~0~1stTS~yes#f#f#0#0#f#4#Hit#250#0#0#0#No Add Effect#0#[VAL] x#Red#0#0#0#0#0#~2ndTS~yes#f#f#0#0#f#1#Dice Change#0#0#3#0#No Add Effect#0#[VAL] x#Red#0#0#0#0#0#~3rdTS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~1~0~0~0~0~0~0~0~0~5~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~inspiring#damaging#damaging#buffing#damaging#damaging#damaging#dicing#damaging#~,Inspire,None,None,Thorn,None,None,Hit,DC,None,per Dice,n,n,nada,nada,nada
Cervus,Premium,Sap Hearts,Warrior,Dais,2020_06_12~130~0~2~0~8~0~8~0~1stA~1~2~0~0~1stBS~yes#f#f#0#0#f#1#Thorn#150#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~2ndBS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdBS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~2ndA~1~3~0~0~1stMS~yes#t#f#24#0#f#1#Critical#1#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~2ndMS~yes#f#f#0#0#f#1#Dice Change#0#2#3#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~3rdMS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdA~1~1~0~0~1stTS~yes#f#f#0#0#f#1#Hit#500#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~2ndTS~yes#f#f#0#0#f#1#Heal#250#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~3rdTS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~1~0~0~0~0~0~0~0~0~5~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~buffing#damaging#damaging#buffing#dicing#damaging#damaging#damaging#damaging#~,Thorn,None,None,Critical,DC,None,Hit,Heal,None,n,n,n,nada,nada,nada
Chestnut,Premium,Sap Hearts,Marauder,Elfine,2020_06_12~165~0~5~0~6~0~8~0~1stA~1~3~0~0~1stBS~yes#f#f#0#0#f#3#Physical Attack#0#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~2ndBS~yes#f#f#0#0#f#1#Dodge#1#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~3rdBS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~2ndA~2~0~0~0~1stMS~yes#f#f#0#0#f#1#Shock#400#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~2ndMS~yes#f#f#0#0#f#1#Strength +#100#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~3rdMS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdA~1~1~0~0~1stTS~yes#f#f#0#0#f#3#Physical Attack#0#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~2ndTS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdTS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~1~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~DejaPAing#buffing#damaging#damaging#damaging#damaging#DejaPAing#damaging#damaging#~,Physical Attack,Dodge,None,Shock,+STR,None,Physical Attack,None,None,n,n,n,nada,nada,nada
Dandy,Premium,Sap Hearts,Priest,Elfine,2020_06_12~130~0~5~0~7~0~8~0~1stA~1~2~0~0~1stBS~yes#f#f#0#0#f#2#Shock#300#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~2ndBS~yes#f#f#0#0#f#1#Strength +#50#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~3rdBS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~2ndA~1~0~0~0~1stMS~yes#f#f#0#0#f#2#Physical Attack#0#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~2ndMS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdMS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdA~3~0~0~0~1stTS~yes#f#f#0#0#f#1#Heal#300#0#0#0#Dice#0#[VAL] x#Red#0#0#0#0#0#~2ndTS~yes#f#f#0#0#f#1#Purify#1#0#0#0#No Add Effect#0#[VAL] x#Red#0#0#0#0#0#~3rdTS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~1~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~damaging#damaging#damaging#DejaPAing#damaging#damaging#damaging#buffing#damaging#~,Shock,+STR,None,Physical Attack,None,None,Heal,Purify,None,per Dice,n,n,nada,nada,nada
Dionaea,Premium,Sap Hearts,Warrior,Dais,2020_06_12~130~0~2~0~8~0~8~0~1stA~1~1~0~0~1stBS~yes#f#f#0#0#f#1#Thorn#120#0#0#0#Ally#30#+[VAL] per#SH#0#0#0#0#0#~2ndBS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#+[VAL] per#SH#0#0#0#0#0#~3rdBS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~2ndA~1~3~0~0~1stMS~yes#f#f#0#0#f#1#Hit#600#0#0#0#No Add Effect#0#+[VAL] per#Red#0#0#0#0#0#~2ndMS~yes#f#f#0#0#f#1#Dice Change#0#2#3#0#No Add Effect#0#+[VAL] per#Red#0#0#0#0#0#~3rdMS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdA~2~0~0~0~1stTS~yes#f#f#0#0#f#1#Heal#320#0#0#0#Dice#80#+[VAL] per#Red#0#0#0#0#0#~2ndTS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdTS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~1~0~0~0~0~0~0~0~0~5~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~buffing#damaging#damaging#damaging#dicing#damaging#damaging#damaging#damaging#~,Thorn,None,None,Hit,DC,None,Heal,None,None,per Dice,per Ally,n,nada,nada,nada
Ebony,Exclusive,Sap Hearts,Mage,Dais,2020_06_12~100~0~2~0~5~0~8~0~1stA~1~1~2~0~1stBS~yes#f#f#0#0#f#1#Fireball#1000#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~2ndBS~yes#f#f#0#0#f#1#Strength +#150#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~3rdBS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~2ndA~1~3~0~0~1stMS~yes#f#f#0#0#f#1#Fireball#3#0#0#0#Bonus/Malus#0#[VAL] x#Strength#0#0#0#0#0#~2ndMS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdMS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdA~1~0~0~0~1stTS~yes#f#f#0#0#f#1#Heal#400#0#0#0#Defender#600#[VAL] if dfd#Strength#0#0#0#0#0#~2ndTS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdTS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~damaging#damaging#damaging#damaging#damaging#damaging#damaging#damaging#damaging#~,Fireball,+STR,None,Fireball,None,None,Heal,None,None,Defender,per Bonus/Malus,n,nada,nada,nada
Eikytan,Exclusive,Sap Hearts,Mage,Dais,2020_06_12~90~0~2~0~5~0~8~0~1stA~1~3~0~0~1stBS~yes#f#t#0#0#f#1#Frostbite#120#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~2ndBS~yes#f#f#0#0#f#1#Thorn#60#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~3rdBS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~2ndA~1~2~0~0~1stMS~yes#f#f#0#2#f#1#Hit#600#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~2ndMS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdMS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdA~1~1~0~0~1stTS~yes#f#f#0#0#f#1#Hit#400#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~2ndTS~yes#f#f#0#2#f#1#Heal#400#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~3rdTS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~1~0~0~0~1~1~1~0~0~3~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~buffing#buffing#damaging#damaging#damaging#damaging#damaging#damaging#damaging#~,Frostbite,Thorn,None,Hit,None,None,Hit,Heal,None,n,n,n,Icy,nada,nada
Elder Mailandar,Exclusive,Sap Hearts,Warrior,Homchai,2020_06_12~120~0~9~0~8~0~8~0~1stA~1~1~0~0~1stBS~yes#f#f#0#0#f#1#Spellbreaker#700#0#0#0#Attacker#1050#[VAL] if atk#Changeable#0#0#0#0#0#~2ndBS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdBS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~2ndA~1~2~0~0~1stMS~yes#f#f#0#0#f#1#Strength x#6#0#0#0#No Add Effect#0#[VAL] if atk#Changeable#0#0#0#0#0#~2ndMS~yes#f#f#0#0#f#7#Dice Change#0#1#3#0#No Add Effect#0#[VAL] if atk#Changeable#0#0#0#0#0#~3rdMS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdA~3~3~0~0~1stTS~yes#f#f#0#0#f#1#Rage#1500#0#0#0#No Add Effect#0#[VAL] if atk#Changeable#0#0#0#0#0#~2ndTS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdTS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~1~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~damaging#damaging#damaging#damaging#dicing#damaging#buffing#damaging#damaging#~,Spellbreaker,None,None,STR x,DC,None,Rage,None,None,Attacker,n,n,nada,nada,nada
Elteris,Exclusive,Sap Hearts,Warrior,Dais,2020_06_12~130~0~2~0~8~0~8~0~1stA~3~0~0~0~1stBS~yes#f#f#0#0#f#1#Strength +#300#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~2ndBS~yes#f#f#0#0#f#1#Thorn#120#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~3rdBS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~2ndA~1~2~0~0~1stMS~yes#f#f#0#0#f#1#Hit#600#0#0#0#Ally#1200#+[VAL] per#Da s#0#0#0#0#0#~2ndMS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~3rdMS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdA~1~0~0~0~1stTS~yes#f#f#0#0#f#1#Heal#600#0#0#0#No Add Effect#0#+[VAL] per#Da s#0#0#0#0#0#~2ndTS~yes#f#f#0#0#f#1#Dice Change#0#0#3#0#No Add Effect#0#+[VAL] per#Da s#0#0#0#0#0#~3rdTS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~1~0~0~0~0~0~0~0~0~4~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~damaging#buffing#damaging#damaging#damaging#damaging#damaging#dicing#damaging#~,+STR,Thorn,None,Hit,None,None,Heal,DC,None,per Ally,n,n,nada,nada,nada
Ermine,Exclusive,Sap Hearts,Mage,Beast,2020_06_12~100~0~1~0~5~0~8~0~1stA~1~3~3~0~1stBS~yes#f#f#0#0#f#1#Spellbreaker#800#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~2ndBS~yes#f#f#0#0#f#1#Dodge#8#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~3rdBS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~2ndA~1~2~0~0~1stMS~yes#f#f#0#0#f#4#Hit#150#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~2ndMS~yes#f#f#0#0#f#1#Dodge#4#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~3rdMS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdA~1~0~0~0~1stTS~yes#f#f#0#0#f#1#Shield#400#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~2ndTS~yes#f#f#0#0#f#1#Hit#200#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~3rdTS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~1~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~damaging#buffing#damaging#damaging#buffing#damaging#buffing#damaging#damaging#~,Spellbreaker,Dodge,None,Hit,Dodge,None,Shield,Hit,None,n,n,n,nada,nada,nada
Eskar,Exclusive,Sap Hearts,Bard,Homchai,2020_06_12~0~0~9~0~1~0~8~0~1stA~1~1~0~0~1stBS~yes#f#f#0#0#f#10#Hit#20#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~2ndBS~yes#f#f#0#0#f#1#Shield#800#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~3rdBS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~2ndA~1~2~0~0~1stMS~yes#f#f#0#0#f#1#Shield Bash#1000#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~2ndMS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdMS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdA~3~0~0~0~1stTS~yes#f#f#0#0#f#1#Heal#800#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~2ndTS~yes#f#t#0#0#f#1#Dice Change#0#2#3#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~3rdTS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~1~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~damaging#buffing#damaging#damaging#damaging#damaging#damaging#dicing#damaging#~,Hit,Shield,None,Shield Bash,None,None,Heal,opp DC,None,n,n,n,nada,nada,nada
Fe'y,Exclusive,Sap Hearts,Mage,Dais,2020_06_12~135~300~2~0~5~0~8~0~1stA~1~1~3~0~1stBS~yes#f#f#0#0#f#1#Fireball#2000#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~2ndBS~yes#f#f#0#0#f#1#Heal#2000#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~3rdBS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~2ndA~1~2~0~0~1stMS~yes#f#f#0#0#f#1#Hit#750#0#0#0#Dice#0#[VAL] x#Red#0#0#0#0#0#~2ndMS~yes#f#t#0#0#f#1#Strength /#2#0#0#0#No Add Effect#0#[VAL] x#Red#0#0#0#0#0#~3rdMS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdA~1~0~0~0~1stTS~yes#f#f#0#0#f#1#Death Stare#250#0#0#0#Dice#0#[VAL] x#Red#0#0#0#0#0#~2ndTS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdTS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~1~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~damaging#damaging#damaging#damaging#buffing#damaging#damaging#damaging#damaging#~,Fireball,Heal,None,Hit,STR /,None,Death Stare,None,None,per Dice,n,n,nada,nada,nada
Fraxine,Exclusive,Sap Hearts,Marauder,Elfine,2020_06_12~175~0~5~0~6~0~8~0~1stA~3~0~0~0~1stBS~yes#f#f#0#0#f#1#Berserk#60#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~2ndBS~yes#f#f#0#0#f#1#Dodge#1#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~3rdBS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~2ndA~2~0~0~0~1stMS~yes#f#f#0#0#f#1#Strength +#230#0#0#0#Bonus/Malus#0#[VAL] +#-DMG#0#0#0#0#6#~2ndMS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdMS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdA~1~0~0~0~1stTS~yes#f#f#0#0#f#4#Physical Attack#0#0#0#0#No Add Effect#0#[VAL] +#-DMG#0#0#0#0#6#~2ndTS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdTS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~1~0~0~0~0~0~0~0~4~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~buffing#buffing#damaging#buffing#damaging#damaging#DejaPAing#damaging#damaging#~,Berserk,Dodge,None,+STR,None,None,Physical Attack,None,None,per Bonus/Malus,n,n,nada,nada,nada
Gaal,Exclusive,Sap Hearts,Bard,Homchai,2020_06_12~0~0~9~0~1~0~8~0~1stA~2~2~0~0~1stBS~yes#f#f#0#0#f#1#Thorn#300#0#0#0#Opp Dice#150#+[VAL] per#Yellow#2#0#0#0#0#~2ndBS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdBS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~2ndA~3~0~0~0~1stMS~yes#t#f#0#0#f#1#+DMG#30#0#0#0#Ally#60#+[VAL] per#Bard#2#0#0#0#0#~2ndMS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdMS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdA~1~1~0~0~1stTS~yes#f#f#0#0#f#6#Hit#150#0#0#0#No Add Effect#0#Changeable#Changeable#0#0#0#0#0#~2ndTS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdTS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~1~0~0~0~0~0~0~0~0~5~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~buffing#damaging#damaging#buffing#damaging#damaging#damaging#damaging#damaging#~,Thorn,None,None,+DMG,None,None,Hit,None,None,per Ally,per Dice,n,nada,nada,nada
Gaya,Premium,Sap Hearts,Priest,Elfine,2020_06_12~90~0~5~0~7~0~8~0~1stA~1~2~0~0~1stBS~yes#f#f#0#0#f#1#Thorn#120#0#0#0#Ally#60#+[VAL] per#Dais#1#0#0#0#0#~2ndBS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdBS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~2ndA~1~3~0~0~1stMS~yes#f#f#0#0#f#1#Shock#500#0#0#0#Ally#250#+[VAL] per#Homchai#1#0#0#0#0#~2ndMS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdMS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~3rdA~1~1~0~0~1stTS~yes#f#f#0#0#f#1#Heal#300#0#0#0#No Add Effect#0#+[VAL] per#Homchai#0#0#0#0#0#~2ndTS~yes#f#f#0#0#f#1#Smite#3#0#0#0#No Add Effect#0#+[VAL] per#Homchai#0#0#0#0#0#~3rdTS~not#f#f#0#0#f#1#Backstab#0#0#0#0#No Add Effect#0#0#0#0#0#0#0#0#~1~0~0~0~0~0~0~0~0~5~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~buffing#damaging#damaging#damaging#damaging#damaging#damaging#damaging#damaging#~,Thorn,None,None,Shock,None,None,Heal,Smite,None,per Ally,n,n,nada,nada,nada
